Nombre,Dirección,lat,lon,coord_source,dist_plaza_grande_km,existe_gmaps,estrellas_num,Cantidad de Reseñas,log1p_resenas,Tiene IG,Seguidores IG,log1p_seguidores_ig,Tiene TikTok,Seguidores TT,log1p_seguidores_tt,Likes TT,Tipo Restaurante,tipo_restaurante_ui,Franquicia,franquicia_bin,marca_id,cuenta_social_duplicada,AÑO REGISTRO,CATEGORÍA,Instagram,URL IG,TikTok,URL Tik Tok
TUKOBOLON,"AV PICHINCHA N4-145 INCLANA, Quito, Ecuador",-0.2243913,-78.50732343,respaldo_R_S,0.720099312794084,FALSE,,0,0,0,0,0,0,0,0,0,Comida Ecuatoriana,Comida Ecuatoriana,No posee,0,TUKOBOLON__406,FALSE,2024,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
TUS PAPITAS,"JUAN DE DIOS MORALES OE1-05 AV. MALDONADO, Quito, Ecuador",-0.22682622,-78.51272214,respaldo_R_S,0.703877103468227,FALSE,,0,0,0,0,0,0,0,0,0,Fast Food,Fast Food,No posee,0,TUS PAPITAS__407,FALSE,2023,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
UNION DE LA ROCAFUERTE,"Benalcázar N3-81 Espejo, Quito, Ecuador",-0.219636817,-78.51332808,respaldo_R_S,0.13300657560675652,FALSE,,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,UNION DE LA ROCAFUERTE__408,FALSE,2012,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
UNONPA RESTAURANTE ,"Sucre E3-238 Av. Pichincha, Quito, Ecuador",-0.226907525,-78.50801196,respaldo_R_S,0.8698725354025736,FALSE,,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,UNONPA RESTAURANTE __409,FALSE,2023,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
URBN PROT,", Quito, Ecuador",-0.218563389,-78.50881206,primaria_C_D,0.46317944629640945,TRUE,4.7,10,2.3978952727983707,1,638,6.459904454377535,1,235,5.4638318050256105,2471,Saludable,Saludable,No posee,0,URBN PROT__410,FALSE,2024,TERCERA / 2 TENEDORES,urbnprot,https://www.instagram.com/urbnprot/,@urbnprot,https://www.tiktok.com/@urbnprot
VALENCAM,"JOSE DE ANTEPARA S/N LOS RIOS, Quito, Ecuador",-0.219030137,-78.50428016,respaldo_R_S,0.9284960998997253,FALSE,,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,VALENCAM__411,FALSE,2022,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
VALENTINA DE LA MANABÍ,"N3 SUCRE SN 281 AV PICHINCHA, Quito, Ecuador",-0.219130513,-78.50857283,respaldo_R_S,0.4624684003929335,FALSE,,0,0,0,0,0,0,0,0,0,Comida Ecuatoriana,Comida Ecuatoriana,No posee,0,VALENTINA DE LA MANABÍ__412,FALSE,2019,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
VALLE GUALPA JESSICA ALEXANDRA ,"BOLÍVAR OE5-30 BENALCÁZAR, Quito, Ecuador",-0.2212668,-78.5136812,respaldo_R_S,0.15659131671762896,FALSE,,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,VALLE GUALPA JESSICA ALEXANDRA __413,FALSE,2024,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
VENÍ ACÁ,"GARCIA MORENO N3-80 EUGENIO ESPEJO, Quito, Ecuador",-0.220136557,-78.51281285,respaldo_R_S,0.05332309660420549,FALSE,,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,VENÍ ACÁ__414,FALSE,2012,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
VIAJERO HOSTELS,"Benalcázar N3-119 Espejo, Quito, Ecuador",-0.223286,-78.514101,primaria_C_D,0.35729680378477047,TRUE,4.6,1018,6.926577033222725,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,VIAJERO HOSTELS__415,FALSE,2022,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
VISTA HERMOSA CAFE MIRADOR,"OLMEDO OE4-49  Y VENEZUELA, Quito, Ecuador",-0.2191353,-78.5114302,primaria_C_D,0.1928153785217175,TRUE,4.5,3211,8.074649075066652,0,0,0,0,0,0,0,Tradicional,Tradicional,No posee,0,VISTA HERMOSA CAFE MIRADOR__416,FALSE,2014,PRIMERA / 4 TENEDORES,No tiene,0,No tiene,0
WEST CHICKEN,"N11E PEDRO BRICENO OE1125 VARGAS, Quito, Ecuador",-0.2196308,-78.5069497,primaria_C_D,0.6246828083773831,TRUE,4.1,11,2.4849066497880004,0,0,0,0,0,0,0,Fast Food,Fast Food,No posee,0,WEST CHICKEN__417,FALSE,2021,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
WHISKY PUB,"GarcÍa Moreno N7-78 MANABÍ, Quito, Ecuador",-0.2230713,-78.5162319,respaldo_R_S,0.5039283979334795,FALSE,,0,0,1,1159,7.05617528410041,0,0,0,0,Bar,Bar,No posee,0,WHISKY PUB__418,FALSE,2019,SEGUNDA / 3 TENEDORES,whiskyagogouio,https://www.instagram.com/whiskyagogouio/,No tiene,0
YAGÜI BEEF,"VENEZUELA N1-81 BOLÍVAR, Quito, Ecuador",-0.2185365,-78.5107297,primaria_C_D,0.29396810211678714,TRUE,4.9,24,3.2188758248682006,1,690,6.53813982376767,1,578,6.361302477572996,6402,Fast Food,Fast Food,No posee,0,YAGÜI BEEF__419,FALSE,2021,SEGUNDA / 3 TENEDORES,yaguibeef.ec,https://www.instagram.com/yaguibeef.ec/,@yaguibeef.ec,https://www.tiktok.com/@yaguibeef.ec
