Nombre,Dirección,lat,lon,coord_source,dist_plaza_grande_km,existe_gmaps,estrellas_num,Cantidad de Reseñas,log1p_resenas,Tiene IG,Seguidores IG,log1p_seguidores_ig,Tiene TikTok,Seguidores TT,log1p_seguidores_tt,Likes TT,Tipo Restaurante,tipo_restaurante_ui,Franquicia,franquicia_bin,marca_id,cuenta_social_duplicada,AÑO REGISTRO,CATEGORÍA,Instagram,URL IG,TikTok,URL Tik Tok
RESTAURANTE INFINITY (BISTRO),"Imbabura S2-34 24 DE MAYO, Quito, Ecuador",-0.221902817,-78.51841669,respaldo_R_S,0.676140081250197,FALSE,,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,RESTAURANTE INFINITY (BISTRO)__336,FALSE,2023,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
RESTAURANTE JAIRITO DE LA MONTUFAR,"CUENCA N4-27 MIDEROS, Quito, Ecuador",-0.221882129,-78.50947283,primaria_C_D,0.3700286188617209,TRUE,5,3,1.3862943611198906,0,0,0,0,0,0,0,Tradicional,Tradicional,No posee,0,RESTAURANTE JAIRITO DE LA MONTUFAR__337,FALSE,2013,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
RESTAURANTE JERUSALEN DEL OLMEDO,"EUGENIO ESPEJO OE2-12 FLORES, Quito, Ecuador",-0.2204209,-78.5081586,primaria_C_D,0.48281820178832147,TRUE,0,0,0,0,0,0,0,0,0,0,Tradicional,Tradicional,No posee,0,RESTAURANTE JERUSALEN DEL OLMEDO__338,FALSE,2021,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
RESTAURANTE JORGE,"FRANCISCO DE CALDAS OE1-204 VARGAS, Quito, Ecuador",-0.215623184,-78.50631483,respaldo_R_S,0.8758258220020723,FALSE,,0,0,0,0,0,0,0,0,0,Tradicional,Tradicional,No posee,0,RESTAURANTE JORGE__339,FALSE,2024,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
RUNA TULPA ANDINA,"García Moreno 7-68, 170130 Quito",-0.2245379,-78.5138261,primaria_C_D,0.4725869556320833,TRUE,4.6,277,5.627621113690637,1,3030,8.016647877057803,1,988,6.8966943316227125,1390,Nuevo Tradicional,Nuevo Tradicional,No posee,0,RUNA TULPA ANDINA__340,FALSE,2024,PRIMERA / 4 TENEDORES,runatulpaandina,https://www.instagram.com/runatulpaandina/?hl=es,@runatulpaandina,https://www.tiktok.com/@runatulpaandina
RESTAURANTE LA DELICIA,"N5 CHILE OE4 -22 VENEZUELA, Quito, Ecuador",-0.222021978,-78.51326823,primaria_C_D,0.18957302004864154,TRUE,4,5,1.791759469228055,0,0,0,0,0,0,0,Tradicional,Tradicional,No posee,0,RESTAURANTE LA DELICIA__341,FALSE,2024,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
RESTAURANTE LA HUECA COLONIAL,"C. Guayaquil 976, 170130 Quito",-0.218222172,-78.50772086,primaria_C_D,0.5886859869106177,TRUE,4.4,48,3.8918202981106265,0,0,0,0,0,0,0,Tradicional,Tradicional,No posee,0,RESTAURANTE LA HUECA COLONIAL__342,FALSE,2020,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
RESTAURANTE LA HUECA DE DON GREGORIO,"Chile OE8-50 E IMBABURA, Quito, Ecuador",-0.2196973,-78.5120192,primaria_C_D,0.10404259898067632,TRUE,4.5,271,5.605802066295998,0,0,0,0,0,0,0,Tradicional,Tradicional,No posee,0,RESTAURANTE LA HUECA DE DON GREGORIO__343,FALSE,2019,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
RESTAURANTE LAURITA BUENA,"MANABI OE1-53 FLORES, Quito, Ecuador",-0.2239027,-78.5089302,primaria_C_D,0.5483798255507961,TRUE,4.2,160,5.081404364984463,0,0,0,0,0,0,0,Tradicional,Tradicional,No posee,0,RESTAURANTE LAURITA BUENA__344,FALSE,2013,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
RESTAURANTE LENA QUITENA SAN MARCOS,"CHILE OE6-83 CUENCA, Quito, Ecuador",-0.2227268,-78.5103503,primaria_C_D,0.3441618457682493,TRUE,4.7,142,4.962844630259907,1,2027,7.614805364711073,1,895,6.79794041297493,22600,Parrilla,Parrilla,No posee,0,RESTAURANTE LENA QUITENA SAN MARCOS__345,FALSE,2025,CUARTA / 1 TENEDOR,lenaquitena_sanmarcos,https://www.instagram.com/lenaquitena_sanmarcos/,@lenasanmarcos,https://www.tiktok.com/@lenasanmarcos
RESTAURANTE MAMA TERE,"E2B LICEO S1-02 VICENTE ROCAFUERTE, Quito, Ecuador",-0.2172925,-78.5161881,primaria_C_D,0.5434911743090972,TRUE,4.5,19,2.995732273553991,0,0,0,0,0,0,0,Tradicional,Tradicional,No posee,0,RESTAURANTE MAMA TERE__346,FALSE,2018,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
RESTAURANTE MANA DEL CIELO,"VASCONEZ S1-53 JAVIER PIEDRA, Quito, Ecuador",-0.219566,-78.5174984,primaria_C_D,0.5654126998914765,TRUE,5,4,1.6094379124341003,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,RESTAURANTE MANA DEL CIELO__347,FALSE,2019,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
RESTAURANTE MIS DOS TIERRITAS,"MONTÚFAR N8-15 N8 MANABÍ, Quito, Ecuador",-0.2272049,-78.5110595,primaria_C_D,0.7625628781362277,TRUE,5,7,2.0794415416798357,0,0,0,0,0,0,0,Comida Ecuatoriana,Comida Ecuatoriana,No posee,0,RESTAURANTE MIS DOS TIERRITAS__348,FALSE,2024,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
RESTAURANTE OASIS JUGOS NATURALES ,"BENaLCáZAR S1-89 Morales, Quito, Ecuador",-0.2209624,-78.5110224,primaria_C_D,0.17215772666051757,TRUE,4.4,108,4.6913478822291435,1,586,6.375024819828097,1,27100,10.207325906555994,152700,Tradicional,Tradicional,No posee,0,RESTAURANTE OASIS JUGOS NATURALES __349,FALSE,2008,SEGUNDA / 3 TENEDORES,oasisrestaurante1,https://www.instagram.com/oasisrestaurante1/,@eloasis_ec,https://www.tiktok.com/@eloasis_ec
RESTAURANTE PIKA POLLO,"N5 CHILE OE 1-48 MONTUFAR, Quito, Ecuador",-0.2243913,-78.5073127,primaria_C_D,0.7210533714644562,TRUE,5,1,0.6931471805599453,0,0,0,0,0,0,0,Fast Food,Fast Food,No posee,0,RESTAURANTE PIKA POLLO__350,FALSE,2021,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
RESTAURANTE QUITO COLONIAL,"OLMEDO OE5-01 GARCIA MORENO, Quito, Ecuador",-0.2220693,-78.5139276,primaria_C_D,0.2358987684763404,TRUE,3.4,5,1.791759469228055,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,RESTAURANTE QUITO COLONIAL__351,FALSE,2023,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
RESTAURANTE RAZIEL,"GALÁPAGOS OE3-75 VARGAS , Quito, Ecuador",-0.2195057,-78.5134479,respaldo_R_S,0.15275178794483402,FALSE,,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,RESTAURANTE RAZIEL__352,FALSE,2020,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
RESTAURANTE RINCON DE LA MEJIA,"BOLíVAR OE6-15 CUENCA , Quito, Ecuador",-0.2207698,-78.5098787,primaria_C_D,0.29301295460076837,TRUE,5,2,1.0986122886681098,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,RESTAURANTE RINCON DE LA MEJIA__353,FALSE,2013,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
RESTAURANTE SABOR LOJANO EL CISNE,"SUCRE E3-274 AV PICHINCHA, Quito, Ecuador",-0.218335442,-78.5082501,respaldo_R_S,0.5303274888652852,FALSE,,0,0,0,0,0,0,0,0,0,Comida Ecuatoriana,Comida Ecuatoriana,No posee,0,RESTAURANTE SABOR LOJANO EL CISNE__354,FALSE,2023,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
RESTAURANTE SILVITA,"MONTÚFAR S/N  JOSÉ JOAQUÍN DE OLMEDO, Quito, Ecuador",-0.2310615,-78.5135422,respaldo_R_S,1.1800891108655558,FALSE,,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,RESTAURANTE SILVITA__355,FALSE,2024,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
RESTAURANTE SOFY,"MEJIA OE2-28 FLORES, Quito, Ecuador",-0.220071411,-78.50974757,respaldo_R_S,0.30974219440862577,FALSE,,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,RESTAURANTE SOFY__356,FALSE,2024,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
RESTAURANTE TOKIO,"BOLíVAR OE6-123 CUENCA, Quito, Ecuador",-0.2175959,-78.5071669,primaria_C_D,0.6752319286538366,TRUE,5,8,2.1972245773362196,0,0,0,0,0,0,0,Internacional,Internacional,No posee,0,RESTAURANTE TOKIO__357,FALSE,2024,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
RESTAURANTE Y MARISQUERÍA SORYS,"IMBABURA S3-25 LOJA, Quito, Ecuador",-0.222357974,-78.51878575,respaldo_R_S,0.7288327456899341,FALSE,,0,0,0,0,0,0,0,0,0,Comida Ecuatoriana,Comida Ecuatoriana,No posee,0,RESTAURANTE Y MARISQUERÍA SORYS__358,FALSE,2021,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
RICA JAMA,"OLMEDO OE1-11 ANTONIO BUSTAMANTE, Quito, Ecuador",-0.2207807,-78.5110147,primaria_C_D,0.16808009225718923,TRUE,4.5,11,2.4849066497880004,0,0,0,0,0,0,0,Comida Ecuatoriana,Comida Ecuatoriana,No posee,0,RICA JAMA__359,FALSE,2022,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
RICAS FRITADAS DE ALEX,"ESPEJO OE2-43 GUAYAQUIL, Quito, Ecuador",-0.2205009,-78.5107886,primaria_C_D,0.19029761455152433,TRUE,5,2,1.0986122886681098,0,0,0,0,0,0,0,Tradicional,Tradicional,No posee,0,RICAS FRITADAS DE ALEX__360,FALSE,2024,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
RICOS MOROCHOS DE DOÑA MERCEDES,"Imbabura N1-22 Rocafuerte, Quito, Ecuador",-0.223516229,-78.50803412,primaria_C_D,0.5992305028635968,TRUE,0,0,0,0,0,0,0,0,0,0,Tradicional,Tradicional,No posee,0,RICOS MOROCHOS DE DOÑA MERCEDES__361,FALSE,2021,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
RICURAS DE COLOMBIA,"Espejo Oe1-72 Flores, Quito, Ecuador",-0.2228467,-78.5082504,primaria_C_D,0.5397918829281217,TRUE,4.6,55,4.02535169073515,0,0,0,0,0,0,0,Internacional,Internacional,No posee,0,RICURAS DE COLOMBIA__362,FALSE,2018,TERCERA / 2 TENEDORES,No tiene,0,No tiene,0
RINCON DEL GUSTO,"MONTUFAR N1-18 VICENTE ROCAFUERTE, Quito, Ecuador",-0.224999641,-78.51222375,respaldo_R_S,0.5012792846855658,FALSE,,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,RINCON DEL GUSTO__363,FALSE,2021,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
RINCON ESTA GUITARRA VIEJA,"ANTONIO ALMEIDA 134 JUNIN, Quito, Ecuador",-0.2243446,-78.5137767,primaria_C_D,0.45045457966341035,TRUE,4,2,1.0986122886681098,0,0,0,0,0,0,0,Tradicional,Tradicional,No posee,0,RINCON ESTA GUITARRA VIEJA__364,FALSE,2022,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
RINCÓN LATINO DE LA PLAZA DEL TEATRO,"GUAYAQUIL N11-04 GALAPAGOS, Quito, Ecuador",-0.219067,-78.5091161,primaria_C_D,0.40861827944462736,TRUE,4.4,8,2.1972245773362196,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,RINCÓN LATINO DE LA PLAZA DEL TEATRO__365,FALSE,2012,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
RINCON QUITEÑO PIZZERIA,"ESPEJO  OE3-45 GUAYAQUIL, Quito, Ecuador",-0.2219862,-78.5065969,primaria_C_D,0.676873581441721,TRUE,5,8,2.1972245773362196,0,0,0,0,0,0,0,Internacional,Internacional,No posee,0,RINCON QUITEÑO PIZZERIA__366,FALSE,2024,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
ROKA LOMA,"VENEZUELA OE4-12 ROCAFUERTE, Quito, Ecuador",-0.22757532,-78.51007682,primaria_C_D,0.8316002698969198,TRUE,3.4,5,1.791759469228055,1,5894,8.68185981297147,1,100,4.61512051684126,234,Internacional,Internacional,No posee,0,ROKA LOMA__367,FALSE,2024,CUARTA / 1 TENEDOR,rokaloma_,https://www.instagram.com/rokaloma_/,@roka.loma,https://www.tiktok.com/@roka.loma
RONDA PIZZA,"C. de la Rda. 762, 170130 Quito",-0.2249865,-78.5136077,primaria_C_D,0.5138560830414709,TRUE,4.7,3,1.3862943611198906,0,0,0,0,0,0,0,Internacional,Internacional,No posee,0,RONDA PIZZA__368,FALSE,2012,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
RPB RESTAURANTE BELLAVISTA CENTRO,"Chile  OE8-07 e Imbabura, Quito, Ecuador",-0.2231365,-78.5111784,primaria_C_D,0.3279351726078614,TRUE,4.6,72,4.290459441148391,0,0,0,0,0,0,0,Internacional,Internacional,No posee,0,RPB RESTAURANTE BELLAVISTA CENTRO__369,FALSE,2016,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
"RUNA, TULPA ANDINA","JUAN PIO MONTUFAR LARREA N5-4C MEJIA, Quito, Ecuador",-0.2175875,-78.5105599,primaria_C_D,0.3891280597010407,TRUE,4.7,263,5.575949103146316,1,3010,8.010027528481734,1,974,6.882437470997847,1326,Nuevo Tradicional,Nuevo Tradicional,No posee,0,"RUNA, TULPA ANDINA__370",FALSE,2022,SEGUNDA / 3 TENEDORES,runatulpaandina,https://www.instagram.com/runatulpaandina/,@runatulpaandina,https://www.tiktok.com/@runatulpaandina
SABOR DE CASA ALEXITA´S,"PADRE ALMEIDA OE9 69 CALLE CHIMBORAZO, Quito, Ecuador",-0.225258,-78.5150309,primaria_C_D,0.5992562919575539,TRUE,4.7,44,3.8066624897703196,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,SABOR DE CASA ALEXITA´S__371,FALSE,2024,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
SABOR EXPRESS,"GUAYAQUIL OE3 N5-73 MEJÍA, Quito, Ecuador",-0.219961916,-78.51026845,respaldo_R_S,0.255246887691285,FALSE,,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,SABOR EXPRESS__372,FALSE,2024,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
SABOR Y SAZON,"N2 BOLIVAR OE8-74 OE8 IMBABURA, Quito, Ecuador",-0.220199101,-78.51684565,respaldo_R_S,0.4843676380883355,FALSE,,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,SABOR Y SAZON__373,FALSE,2024,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
SABOR Y SAZÓN,"N5 CHILE OE1-47 OE2 FLORES, Quito, Ecuador",-0.221003286,-78.5100923,respaldo_R_S,0.2735085557679787,FALSE,,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,SABOR Y SAZÓN__374,FALSE,2023,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
SABORES DE MI TIERRA L.S.A,"AV PICHINCHA N4-383 ALMEIDA, Quito, Ecuador",-0.222833856,-78.50826981,primaria_C_D,0.5372121794045273,TRUE,5,1,0.6931471805599453,0,0,0,0,0,0,0,Comida Ecuatoriana,Comida Ecuatoriana,No posee,0,SABORES DE MI TIERRA L.S.A__375,FALSE,2022,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
SABORES Y DELICIAS ,"Eugenio Espejo Oe3-45, 170401 Quito",-0.2211251,-78.51189628,primaria_C_D,0.09663232170266924,TRUE,5,1,0.6931471805599453,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,SABORES Y DELICIAS __376,FALSE,2020,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
SAL Y DULCE,"GARCíA MORENO N1-42 ROCAFUERTE, Quito, Ecuador",-0.2193452,-78.5113522,primaria_C_D,0.18104598251954526,TRUE,4,4,1.6094379124341003,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,SAL Y DULCE__377,FALSE,2023,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
SALADITOS EC,"GUAYAQUIL 1780 BRICEÑO, Quito, Ecuador",-0.2243402,-78.5102814,primaria_C_D,0.49314978577922736,TRUE,5,1,0.6931471805599453,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,SALADITOS EC__378,FALSE,2023,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
SALCHIPAPAS  GUAMBITA,"N11 JOSE  ANTEPARA E3-20 E3 PEDRO FERMIN CEVALLOS, Quito, Ecuador",-0.2222699,-78.5053875,primaria_C_D,0.8149871089139982,TRUE,5,1,0.6931471805599453,0,0,0,0,0,0,0,Fast Food,Fast Food,No posee,0,SALCHIPAPAS  GUAMBITA__379,FALSE,2024,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
SALCHIPAPAS ALEXANDRITA,"QFGH+FGH, 170111 Quito",-0.223801171,-78.52112888,primaria_C_D,1.027300197509507,TRUE,5,3,1.3862943611198906,0,0,0,0,0,0,0,Fast Food,Fast Food,No posee,0,SALCHIPAPAS ALEXANDRITA__380,FALSE,2023,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
SALCHIPAPAS GUAMBITA,"EJE LONG. JUAN PIO MONTUFAR LARREA N5-61 CHILE, Quito, Ecuador",-0.2231245,-78.5112906,primaria_C_D,0.32132499336987386,TRUE,3.3,7,2.0794415416798357,0,0,0,0,0,0,0,Fast Food,Fast Food,No posee,0,SALCHIPAPAS GUAMBITA__381,FALSE,2023,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
SALCHIPAPAS MARÍA OTTO,"Imbabura N1-32 Rocafuerte, Quito, Ecuador",-0.2207746,-78.5173075,respaldo_R_S,0.5354369832950349,FALSE,,0,0,0,0,0,0,0,0,0,Fast Food,Fast Food,No posee,0,SALCHIPAPAS MARÍA OTTO__382,FALSE,2012,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
SALON LOLITA,"OLMEDO OE5-38 GARCIA MORENO, Quito, Ecuador",-0.228564071,-78.5065736,respaldo_R_S,1.1127880193494204,TRUE,0,0,0,0,0,0,0,0,0,0,Tradicional,Tradicional,No posee,0,SALON LOLITA__383,FALSE,2024,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
SAMDO,"OE3 GUAYAQUIL N9-81 N10 ORIENTE, Quito, Ecuador",-0.2211,-78.511,respaldo_R_S,0.1796397517849118,FALSE,,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,SAMDO__384,FALSE,2022,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
SAN IGNACIO RESTAURANTE,"JUNIN E2-68 ALMEIDA, Quito, Ecuador",-0.2214972,-78.513858,primaria_C_D,0.1873409934028139,TRUE,4.4,1252,7.133295954896068,1,8945,9.098961783992793,1,5672,8.643473357326567,126400,Nuevo Tradicional,Nuevo Tradicional,No posee,0,SAN IGNACIO RESTAURANTE__385,FALSE,2012,SEGUNDA / 3 TENEDORES,sanignaciorestaurante,https://www.instagram.com/sanignaciorestaurante/,@sanignaciorestaurante,https://www.tiktok.com/@sanignaciorestaurante
SANTA PIZZA CAFE Y PASTA,"SC MONTÚFAR N8-31 N8 MANABÍ, Quito, Ecuador",-0.223286,-78.514101,respaldo_R_S,0.35729680378477047,FALSE,,0,0,1,1120,7.02197642307216,1,565,6.338594078203183,6735,Internacional,Internacional,No posee,0,SANTA PIZZA CAFE Y PASTA__386,FALSE,2018,SEGUNDA / 3 TENEDORES,santapizzaec,https://www.instagram.com/santapizzaec/reels/,@santapizzaecuador,https://www.tiktok.com/@santapizzaecuador
SAZÓN MANABITA NORY"","VICENTE ROCAFUERTE E261 E2A B PONTON, Quito, Ecuador",-0.225586419,-78.51184283,respaldo_R_S,0.5702849911896264,FALSE,,0,0,0,0,0,0,0,0,0,Comida Ecuatoriana,Comida Ecuatoriana,No posee,0,SAZÓN MANABITA NORY""__387,FALSE,2019,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
SENDERO QUITEÑO,"VICENTE ROCAFUERTE OE3-03 GUAYAQUIL, Quito, Ecuador",-0.223705609,-78.51356127,respaldo_R_S,0.3754736089610332,FALSE,,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,SENDERO QUITEÑO__388,FALSE,2024,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
SEÑORA PAPA,"VENEZUELA N2-61 BOLIVAR, Quito, Ecuador",-0.2202778,-78.5169303,primaria_C_D,0.4932424524846828,TRUE,4.3,4,1.6094379124341003,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,SEÑORA PAPA__389,FALSE,2024,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
SERENO MORENO,"BOLIVAR OE4-56 VENEZUELA, Quito, Ecuador",-0.2202838,-78.5059558,primaria_C_D,0.7280734592405737,TRUE,4.7,1250,7.1316985104669115,1,14600,9.588845298501564,0,0,0,0,Bar,Bar,No posee,0,SERENO MORENO__390,FALSE,2023,CUARTA / 1 TENEDOR,serenomorenoec,https://www.instagram.com/serenomorenoec/,No tiene,0
SHOCKING FOOD,"GUAYAQUIL 958 EUGENIO ESPEJO Y CHILE, Quito, Ecuador",-0.221024297,-78.51127906,respaldo_R_S,0.14774955310595386,FALSE,,0,0,0,0,0,0,0,0,0,Fast Food,Fast Food,No posee,0,SHOCKING FOOD__391,FALSE,2024,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
SHUSHI DRINKS,"JOSE ANTEPARRA E3-77 PEDRO FERMIN CEVALLOS, Quito, Ecuador",-0.2187801,-78.5042356,primaria_C_D,0.9386416817903371,TRUE,4.8,109,4.700480365792417,1,363,5.8971538676367405,0,0,0,0,Internacional,Internacional,No posee,0,SHUSHI DRINKS__392,FALSE,2024,TERCERA / 2 TENEDORES,sushi.drinks,https://www.instagram.com/sushi.drinks/,No tiene,0
SIN CULPA,"JUAN DE DIOS MORALES OE3-84 VENEZUELA, Quito, Ecuador",-0.2198306,-78.5112512,primaria_C_D,0.1575508815527802,TRUE,5,5,1.791759469228055,1,181,5.204006687076795,1,226,5.424950017481403,1106,Tradicional,Tradicional,No posee,0,SIN CULPA__393,FALSE,2021,SEGUNDA / 3 TENEDORES,sinculparestaurantes,https://www.instagram.com/sinculparestaurantes/reels/,@sinculparestaurantes,https://www.tiktok.com/@sinculparestaurantes
SINNERS MICROCERCEVECERIA,"GUAYAQUIL S1-67 MORALES, Quito, Ecuador",-0.2207456,-78.5108337,primaria_C_D,0.1872845385785365,TRUE,4.7,1453,7.282073658093465,1,27000,10.203629181337648,0,0,0,0,Bar,Bar,Franquicia,1,SINNERS MICROCERCEVECERIA,FALSE,2023,PRIMERA / 4 TENEDORES,sinnersmicrocerveceria,https://www.instagram.com/sinnersmicrocerveceria/,No tiene,0
SOCKS &BREWS ,"ESMERALDAS E3-110 VICENTE LEON, Quito, Ecuador",-0.220273071,-78.50597726,respaldo_R_S,0.7257290405825202,FALSE,,0,0,0,0,0,0,0,0,0,Bar,Bar,No posee,0,SOCKS &BREWS __395,FALSE,2024,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
STARTWIN COFFEE,"Guayaquil N9-02 Esmeraldas, Quito, Ecuador",-0.2211634,-78.5128082,primaria_C_D,0.08133856736651342,TRUE,3.6,64,4.174387269895637,0,0,0,0,0,0,0,Cafetería,Cafetería,No posee,0,STARTWIN COFFEE__396,FALSE,2021,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
SUSHI AND DRINKS,"OE10 CUMANDA S4-35 AMBATO, Quito, Ecuador",-0.2205044,-78.5069922,primaria_C_D,0.612435077025755,TRUE,4.8,109,4.700480365792417,0,0,0,0,0,0,0,Internacional,Internacional,No posee,0,SUSHI AND DRINKS__397,FALSE,2023,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
SWEET MY DAY,"PEREIRA OE1-10 MONTUFAR, Quito, Ecuador",-0.2207807,-78.5110147,respaldo_R_S,0.16808009225718923,FALSE,,0,0,0,0,0,0,0,0,0,Cafetería,Cafetería,No posee,0,SWEET MY DAY__398,FALSE,2023,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
SWEETIES MOMENTS BY TEATRO BOLIVAR,"OLMEDO  OE3-26 GUAYAQUIL, Quito, Ecuador",-0.22148,-78.5109764,primaria_C_D,0.20143544631447402,TRUE,4.6,995,6.903747257584598,0,0,0,0,0,0,0,Cafetería,Cafetería,No posee,0,SWEETIES MOMENTS BY TEATRO BOLIVAR__399,FALSE,2024,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
THE ALTAMIRA EXPERIENCE,"GARCIA MORENO N6 72 OLMEDO, Quito, Ecuador",-0.2153398,-78.5064618,primaria_C_D,0.8831915315367946,TRUE,4.9,14,2.70805020110221,1,309,5.736572297479192,1,30,3.4339872044851463,114,Nuevo Tradicional,Nuevo Tradicional,No posee,0,THE ALTAMIRA EXPERIENCE__400,FALSE,2017,SEGUNDA / 3 TENEDORES,altamira.experience,https://www.instagram.com/altamira.experience/,@altamirarestaurante_,https://www.tiktok.com/@altamirarestaurante_
THE CUCINA & MEGA SUSHI,"CUENCA N6-04 MEJÍA, Quito, Ecuador",-0.2183658,-78.5056351,respaldo_R_S,0.7993745228106628,FALSE,,0,0,0,0,0,0,0,0,0,Internacional,Internacional,No posee,0,THE CUCINA & MEGA SUSHI__401,FALSE,2024,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
THE GALES,"ESPEJO OE4-27 Venezuela, Quito, Ecuador",-0.2207968,-78.5088734,respaldo_R_S,0.4046047512544186,FALSE,,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,THE GALES__402,FALSE,2023,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
THE SECRET GARDEN,"OLMEDO OE3-18 GUAYAQUIL, Quito, Ecuador",-0.2189965,-78.5045457,primaria_C_D,0.9001328558570234,TRUE,4.7,6024,8.703672758358856,1,45500,10.725489582719506,1,33700,10.425282789490705,339900,Hostal,Hostal,No posee,0,THE SECRET GARDEN__403,FALSE,2023,TERCERA / 2 TENEDORES,secretgardenquito,https://www.instagram.com/secretgardenquito/,@secretgardenecuador.com,https://www.tiktok.com/@secretgardenecuador.com
TIERRAS DEL SUR,"GUAYAQUIL N4-42 ESPEJO, Quito, Ecuador",-0.2183593,-78.5126155,primaria_C_D,0.23838119061782784,TRUE,4,19,2.995732273553991,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,TIERRAS DEL SUR__404,FALSE,2024,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
TRIBURGUER,"DON BOSCO E E3-171 VICENTE LEON, Quito, Ecuador",-0.2207456,-78.5108337,respaldo_R_S,0.1872845385785365,FALSE,,0,0,0,0,0,0,0,0,0,Fast Food,Fast Food,No posee,0,TRIBURGUER__405,FALSE,2012,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
